ESTADO_CODIGO;DIAG_PRINC;ANO_CMPT;MES_CMPT;TOTAL
53;F92;2019;5;1
53;F92;2019;6;1
53;F92;2019;9;2
53;F92;2019;11;1
53;F92;2019;12;2
53;F92;2020;1;5
53;F92;2020;2;4
53;F92;2020;3;4
53;F92;2020;4;1
53;F92;2020;5;1
53;F92;2020;6;2
53;F92;2020;7;2
53;F92;2020;8;2
53;F92;2020;9;1
53;F92;2020;10;2
53;F92;2020;12;8
53;F92;2021;1;4
53;F92;2021;2;4
53;F92;2021;3;2
53;F92;2021;8;1
53;F92;2021;9;1
53;F92;2021;11;3
53;F92;2021;12;1
53;F92;2022;1;3
53;F92;2022;2;1
53;F92;2022;4;1
53;F92;2022;5;5
53;F92;2022;6;2
53;F92;2022;7;2
53;F92;2022;8;7
53;F92;2022;9;7
53;F92;2022;10;1
53;F92;2022;11;6
53;F92;2022;12;2
53;F93;2018;9;1
53;F93;2019;2;1
53;F93;2019;3;1
53;F93;2019;5;1
53;F93;2019;6;2
53;F93;2019;8;1
53;F93;2019;9;1
53;F93;2019;11;4
53;F93;2020;2;1
53;F93;2020;3;1
53;F93;2020;5;1
53;F93;2020;6;1
53;F93;2020;7;1
53;F93;2020;10;2
53;F93;2020;11;1
53;F93;2021;4;1
53;F93;2021;8;2
53;F93;2021;11;1
53;F93;2021;12;1
53;F93;2022;5;1
53;F93;2022;8;1
53;F93;2022;9;1
53;F93;2022;12;1
53;F94;2018;2;1
53;F94;2019;1;1
53;F94;2019;4;1
53;F94;2019;5;1
53;F94;2019;6;2
53;F94;2019;8;1
53;F94;2019;12;2
53;F94;2020;5;1
53;F94;2020;12;1
53;F94;2021;1;1
53;F94;2021;7;1
53;F94;2021;10;1
53;F94;2021;11;1
53;F94;2022;9;1
53;F98;2018;5;1
53;F98;2021;5;1
53;F98;2022;5;1
53;F98;2022;6;1
53;F98;2022;8;1
53;F98;2022;9;1
53;F99;2019;8;3
53;F99;2019;10;1
53;F99;2020;2;1
53;F99;2021;1;1
53;F99;2021;3;1
53;F99;2021;5;3
53;F99;2021;11;1
53;F99;2021;12;1
53;F99;2022;1;1
53;F99;2022;6;1
53;F99;2022;12;1
